"produto","cidade","pais","data_inteira","und_estoque","esp_estoque","Excesso"
"Alice Mutton","Sevilla","Spain","1997-05-28","0.00","0.00",True
"Alice Mutton","Sevilla","Spain","1998-02-26","0.00","0.00",True
"Alice Mutton","Strasbourg","France","1996-07-25","0.00","0.00",True
"Alice Mutton","Tsawassen","Canada","1997-01-30","0.00","0.00",True
"Alice Mutton","Tsawassen","Canada","1998-03-13","0.00","0.00",True
"Alice Mutton","Versailles","France","1998-03-24","0.00","0.00",True
"Aniseed Syrup","Albuquerque","USA","1998-05-06","13.00","25.00",False
"Aniseed Syrup","Århus","Denmark","1997-07-07","13.00","25.00",False
"Aniseed Syrup","Berlin","Germany","1997-10-13","13.00","25.00",False
"Aniseed Syrup","Brandenburg","Germany","1998-01-23","13.00","25.00",False
"Aniseed Syrup","Cunewalde","Germany","1997-05-19","13.00","25.00",False
"Aniseed Syrup","Graz","Austria","1997-12-03","13.00","25.00",False
"Aniseed Syrup","Graz","Austria","1998-04-13","13.00","25.00",False
"Aniseed Syrup","I. de Margarita","Venezuela","1997-01-06","13.00","25.00",False
"Aniseed Syrup","I. de Margarita","Venezuela","1997-03-25","13.00","25.00",False
"Aniseed Syrup","London","UK","1996-08-26","13.00","25.00",False
"Aniseed Syrup","Luleå","Sweden","1998-01-28","13.00","25.00",False
"Aniseed Syrup","Tsawassen","Canada","1997-11-14","13.00","25.00",False
"Boston Crab Meat","Århus","Denmark","1997-03-05","123.00","30.00",True
"Boston Crab Meat","Århus","Denmark","1997-11-17","123.00","30.00",True
"Boston Crab Meat","Bergamo","Italy","1997-11-25","123.00","30.00",True
"Boston Crab Meat","Boise","USA","1997-07-22","123.00","30.00",True
"Boston Crab Meat","Boise","USA","1997-11-20","123.00","30.00",True
"Boston Crab Meat","Brandenburg","Germany","1998-01-06","123.00","30.00",True
"Boston Crab Meat","Bruxelles","Belgium","1998-03-26","123.00","30.00",True
"Boston Crab Meat","Buenos Aires","Argentina","1997-02-17","123.00","30.00",True
"Boston Crab Meat","Butte","USA","1998-04-06","123.00","30.00",True
"Boston Crab Meat","Charleroi","Belgium","1998-04-21","123.00","30.00",True
"Boston Crab Meat","Cork","Ireland","1998-04-30","123.00","30.00",True
"Boston Crab Meat","Cunewalde","Germany","1996-08-05","123.00","30.00",True
"Boston Crab Meat","Cunewalde","Germany","1996-08-20","123.00","30.00",True
"Boston Crab Meat","Cunewalde","Germany","1997-09-05","123.00","30.00",True
"Boston Crab Meat","Frankfurt a.M.","Germany","1997-04-30","123.00","30.00",True
"Boston Crab Meat","Frankfurt a.M.","Germany","1997-05-12","123.00","30.00",True
"Boston Crab Meat","Graz","Austria","1998-02-18","123.00","30.00",True
"Boston Crab Meat","Helsinki","Finland","1998-02-10","123.00","30.00",True
"Boston Crab Meat","I. de Margarita","Venezuela","1998-01-02","123.00","30.00",True
"Boston Crab Meat","I. de Margarita","Venezuela","1998-03-02","123.00","30.00",True
"Boston Crab Meat","Kirkland","USA","1997-06-19","123.00","30.00",True
"Boston Crab Meat","Köln","Germany","1997-09-26","123.00","30.00",True
"Boston Crab Meat","London","UK","1997-03-24","123.00","30.00",True
"Boston Crab Meat","Luleå","Sweden","1997-06-18","123.00","30.00",True
"Boston Crab Meat","Luleå","Sweden","1998-01-16","123.00","30.00",True
"Boston Crab Meat","Marseille","France","1997-05-02","123.00","30.00",True
"Boston Crab Meat","Marseille","France","1997-09-10","123.00","30.00",True
"Boston Crab Meat","México D.F.","Mexico","1997-03-13","123.00","30.00",True
"Boston Crab Meat","México D.F.","Mexico","1997-05-13","123.00","30.00",True
"Boston Crab Meat","München","Germany","1996-07-29","123.00","30.00",True
"Boston Crab Meat","San Cristóbal","Venezuela","1997-04-07","123.00","30.00",True
"Boston Crab Meat","San Cristóbal","Venezuela","1997-08-22","123.00","30.00",True
"Boston Crab Meat","Sao Paulo","Brazil","1996-11-06","123.00","30.00",True
"Boston Crab Meat","Sao Paulo","Brazil","1997-01-07","123.00","30.00",True
"Boston Crab Meat","Sao Paulo","Brazil","1997-09-05","123.00","30.00",True
"Boston Crab Meat","Sao Paulo","Brazil","1997-11-04","123.00","30.00",True
"Boston Crab Meat","Sevilla","Spain","1996-09-11","123.00","30.00",True
"Boston Crab Meat","Stuttgart","Germany","1996-09-09","123.00","30.00",True
"Boston Crab Meat","Torino","Italy","1997-12-31","123.00","30.00",True
"Boston Crab Meat","Tsawassen","Canada","1997-01-30","123.00","30.00",True
"Boston Crab Meat","Walla Walla","USA","1997-03-21","123.00","30.00",True
"Camembert Pierrot","Albuquerque","USA","1996-08-30","19.00","0.00",True
"Camembert Pierrot","Albuquerque","USA","1998-05-06","19.00","0.00",True
"Camembert Pierrot","Barquisimeto","Venezuela","1996-08-16","19.00","0.00",True
"Camembert Pierrot","Barquisimeto","Venezuela","1996-11-19","19.00","0.00",True
"Camembert Pierrot","Bern","Switzerland","1997-04-28","19.00","0.00",True
"Camembert Pierrot","Boise","USA","1997-07-28","19.00","0.00",True
"Camembert Pierrot","Boise","USA","1997-09-04","19.00","0.00",True
"Camembert Pierrot","Boise","USA","1998-01-22","19.00","0.00",True
"Camembert Pierrot","Campinas","Brazil","1997-10-17","19.00","0.00",True
"Camembert Pierrot","Charleroi","Belgium","1996-07-09","19.00","0.00",True
"Camembert Pierrot","Colchester","UK","1997-12-08","19.00","0.00",True
"Camembert Pierrot","Cork","Ireland","1996-12-12","19.00","0.00",True
"Camembert Pierrot","Cowes","UK","1998-01-13","19.00","0.00",True
"Camembert Pierrot","Cunewalde","Germany","1996-11-22","19.00","0.00",True
"Camembert Pierrot","Cunewalde","Germany","1997-04-23","19.00","0.00",True
"Camembert Pierrot","Cunewalde","Germany","1997-09-05","19.00","0.00",True
"Camembert Pierrot","Cunewalde","Germany","1998-03-10","19.00","0.00",True
"Camembert Pierrot","Eugene","USA","1998-04-30","19.00","0.00",True
"Camembert Pierrot","Frankfurt a.M.","Germany","1996-08-19","19.00","0.00",True
"Camembert Pierrot","Frankfurt a.M.","Germany","1997-05-14","19.00","0.00",True
"Camembert Pierrot","Genève","Switzerland","1997-01-20","19.00","0.00",True
"Camembert Pierrot","Graz","Austria","1998-01-16","19.00","0.00",True
"Camembert Pierrot","Graz","Austria","1998-02-18","19.00","0.00",True
"Camembert Pierrot","I. de Margarita","Venezuela","1998-03-17","19.00","0.00",True
"Camembert Pierrot","Köln","Germany","1997-09-26","19.00","0.00",True
"Camembert Pierrot","Lander","USA","1996-12-17","19.00","0.00",True
"Camembert Pierrot","Lisboa","Portugal","1997-03-04","19.00","0.00",True
"Camembert Pierrot","Lisboa","Portugal","1998-03-19","19.00","0.00",True
"Camembert Pierrot","London","UK","1996-11-21","19.00","0.00",True
"Camembert Pierrot","London","UK","1998-04-28","19.00","0.00",True
"Camembert Pierrot","Luleå","Sweden","1996-12-16","19.00","0.00",True
"Camembert Pierrot","Luleå","Sweden","1997-08-11","19.00","0.00",True
"Camembert Pierrot","Madrid","Spain","1998-03-02","19.00","0.00",True
"Camembert Pierrot","Mannheim","Germany","1998-04-29","19.00","0.00",True
"Camembert Pierrot","México D.F.","Mexico","1997-08-08","19.00","0.00",True
"Camembert Pierrot","México D.F.","Mexico","1998-04-02","19.00","0.00",True
"Camembert Pierrot","Montréal","Canada","1997-07-21","19.00","0.00",True
"Camembert Pierrot","München","Germany","1997-09-02","19.00","0.00",True
"Camembert Pierrot","München","Germany","1998-04-09","19.00","0.00",True
"Camembert Pierrot","Oulu","Finland","1997-06-30","19.00","0.00",True
"Camembert Pierrot","Rio de Janeiro","Brazil","1997-03-20","19.00","0.00",True
"Camembert Pierrot","Rio de Janeiro","Brazil","1998-04-29","19.00","0.00",True
"Camembert Pierrot","Sao Paulo","Brazil","1996-12-04","19.00","0.00",True
"Camembert Pierrot","Sao Paulo","Brazil","1997-04-21","19.00","0.00",True
"Camembert Pierrot","Sao Paulo","Brazil","1997-11-04","19.00","0.00",True
"Camembert Pierrot","Sao Paulo","Brazil","1998-01-13","19.00","0.00",True
"Camembert Pierrot","Sevilla","Spain","1998-04-08","19.00","0.00",True
"Camembert Pierrot","Torino","Italy","1998-04-30","19.00","0.00",True
"Camembert Pierrot","Tsawassen","Canada","1997-11-14","19.00","0.00",True
"Camembert Pierrot","Tsawassen","Canada","1998-03-02","19.00","0.00",True
"Camembert Pierrot","Warszawa","Poland","1997-07-25","19.00","0.00",True
"Carnarvon Tigers","Anchorage","USA","1996-09-13","42.00","0.00",True
"Carnarvon Tigers","Cork","Ireland","1997-04-24","42.00","0.00",True
"Carnarvon Tigers","Cork","Ireland","1998-03-30","42.00","0.00",True
"Carnarvon Tigers","Cunewalde","Germany","1997-07-03","42.00","0.00",True
"Carnarvon Tigers","Cunewalde","Germany","1997-11-18","42.00","0.00",True
"Carnarvon Tigers","Graz","Austria","1996-12-13","42.00","0.00",True
"Carnarvon Tigers","I. de Margarita","Venezuela","1998-01-19","42.00","0.00",True
"Carnarvon Tigers","Lander","USA","1997-11-27","42.00","0.00",True
"Carnarvon Tigers","Lille","France","1997-08-15","42.00","0.00",True
"Carnarvon Tigers","Lille","France","1997-12-22","42.00","0.00",True
"Carnarvon Tigers","Mannheim","Germany","1998-01-27","42.00","0.00",True
"Carnarvon Tigers","Marseille","France","1996-10-29","42.00","0.00",True
"Carnarvon Tigers","Marseille","France","1997-03-11","42.00","0.00",True
"Carnarvon Tigers","México D.F.","Mexico","1996-08-29","42.00","0.00",True
"Carnarvon Tigers","Montréal","Canada","1996-10-17","42.00","0.00",True
"Carnarvon Tigers","Paris","France","1998-03-20","42.00","0.00",True
"Carnarvon Tigers","Portland","USA","1998-04-13","42.00","0.00",True
"Carnarvon Tigers","Resende","Brazil","1997-08-25","42.00","0.00",True
"Carnarvon Tigers","Resende","Brazil","1998-03-09","42.00","0.00",True
"Carnarvon Tigers","Rio de Janeiro","Brazil","1997-08-26","42.00","0.00",True
"Carnarvon Tigers","Rio de Janeiro","Brazil","1998-02-09","42.00","0.00",True
"Carnarvon Tigers","Salzburg","Austria","1998-04-27","42.00","0.00",True
"Carnarvon Tigers","San Francisco","USA","1997-10-27","42.00","0.00",True
"Carnarvon Tigers","Seattle","USA","1998-01-30","42.00","0.00",True
"Carnarvon Tigers","Stavern","Norway","1997-08-20","42.00","0.00",True
"Carnarvon Tigers","Strasbourg","France","1997-06-12","42.00","0.00",True
"Carnarvon Tigers","Torino","Italy","1998-04-15","42.00","0.00",True
"Chai","Albuquerque","USA","1996-08-30","39.00","10.00",True
"Chai","Bern","Switzerland","1996-12-03","39.00","10.00",True
"Chai","Boise","USA","1997-10-10","39.00","10.00",True
"Chai","Boise","USA","1998-01-22","39.00","10.00",True
"Chai","Boise","USA","1998-04-17","39.00","10.00",True
"Chai","Butte","USA","1998-04-06","39.00","10.00",True
"Chai","Charleroi","Belgium","1998-04-20","39.00","10.00",True
"Chai","Cork","Ireland","1997-08-27","39.00","10.00",True
"Chai","Cunewalde","Germany","1996-08-20","39.00","10.00",True
"Chai","Cunewalde","Germany","1997-10-03","39.00","10.00",True
"Chai","Eugene","USA","1998-04-07","39.00","10.00",True
"Chai","Frankfurt a.M.","Germany","1997-04-30","39.00","10.00",True
"Chai","Frankfurt a.M.","Germany","1998-05-05","39.00","10.00",True
"Chai","Helsinki","Finland","1998-04-07","39.00","10.00",True
"Chai","I. de Margarita","Venezuela","1997-11-04","39.00","10.00",True
"Chai","I. de Margarita","Venezuela","1998-01-19","39.00","10.00",True
"Chai","Lisboa","Portugal","1997-03-17","39.00","10.00",True
"Chai","London","UK","1997-11-24","39.00","10.00",True
"Chai","London","UK","1998-02-04","39.00","10.00",True
"Chai","London","UK","1998-04-24","39.00","10.00",True
"Chai","Luleå","Sweden","1997-10-01","39.00","10.00",True
"Chai","México D.F.","Mexico","1996-11-14","39.00","10.00",True
"Chai","México D.F.","Mexico","1997-06-23","39.00","10.00",True
"Chai","Montréal","Canada","1997-07-07","39.00","10.00",True
"Chai","Nantes","France","1997-07-24","39.00","10.00",True
"Chai","Oulu","Finland","1997-05-05","39.00","10.00",True
"Chai","Oulu","Finland","1998-04-15","39.00","10.00",True
"Chai","Portland","USA","1996-09-30","39.00","10.00",True
"Chai","Resende","Brazil","1998-02-24","39.00","10.00",True
"Chai","Resende","Brazil","1998-03-09","39.00","10.00",True
"Chai","San Cristóbal","Venezuela","1998-02-02","39.00","10.00",True
"Chai","Sao Paulo","Brazil","1997-01-07","39.00","10.00",True
"Chai","Sevilla","Spain","1998-02-26","39.00","10.00",True
"Chai","Strasbourg","France","1997-08-12","39.00","10.00",True
"Chai","Stuttgart","Germany","1996-11-07","39.00","10.00",True
"Chai","Toulouse","France","1997-01-14","39.00","10.00",True
"Chai","Tsawassen","Canada","1998-03-02","39.00","10.00",True
"Chai","Warszawa","Poland","1997-07-25","39.00","10.00",True
"Chang","Albuquerque","USA","1998-01-26","17.00","25.00",False
"Chang","Albuquerque","USA","1998-05-06","17.00","25.00",False
"Chang","Bergamo","Italy","1998-03-10","17.00","25.00",False
"Chang","Bern","Switzerland","1998-04-22","17.00","25.00",False
"Chang","Boise","USA","1996-12-25","17.00","25.00",False
"Chang","Boise","USA","1997-02-10","17.00","25.00",False
"Chang","Boise","USA","1997-10-22","17.00","25.00",False
"Chang","Boise","USA","1997-10-29","17.00","25.00",False
"Chang","Boise","USA","1998-04-17","17.00","25.00",False
"Chang","Bräcke","Sweden","1996-07-24","17.00","25.00",False
"Chang","Bräcke","Sweden","1996-10-11","17.00","25.00",False
"Chang","Bräcke","Sweden","1997-10-14","17.00","25.00",False
"Chang","Campinas","Brazil","1998-04-24","17.00","25.00",False
"Chang","Charleroi","Belgium","1998-02-12","17.00","25.00",False
"Chang","Colchester","UK","1997-11-14","17.00","25.00",False
"Chang","Cork","Ireland","1996-09-05","17.00","25.00",False
"Chang","Cork","Ireland","1996-10-22","17.00","25.00",False
"Chang","Cowes","UK","1998-01-13","17.00","25.00",False
"Chang","Cunewalde","Germany","1997-01-17","17.00","25.00",False
"Chang","Cunewalde","Germany","1998-04-01","17.00","25.00",False
"Chang","Cunewalde","Germany","1998-04-14","17.00","25.00",False
"Chang","Frankfurt a.M.","Germany","1998-05-05","17.00","25.00",False
"Chang","Genève","Switzerland","1996-07-12","17.00","25.00",False
"Chang","Genève","Switzerland","1998-05-06","17.00","25.00",False
"Chang","Graz","Austria","1996-07-17","17.00","25.00",False
"Chang","Graz","Austria","1998-05-05","17.00","25.00",False
"Chang","I. de Margarita","Venezuela","1997-03-25","17.00","25.00",False
"Chang","Köln","Germany","1997-12-05","17.00","25.00",False
"Chang","London","UK","1997-02-04","17.00","25.00",False
"Chang","Luleå","Sweden","1998-02-03","17.00","25.00",False
"Chang","Lyon","France","1997-12-31","17.00","25.00",False
"Chang","México D.F.","Mexico","1998-01-28","17.00","25.00",False
"Chang","München","Germany","1996-10-30","17.00","25.00",False
"Chang","Rio de Janeiro","Brazil","1997-08-06","17.00","25.00",False
"Chang","Rio de Janeiro","Brazil","1998-01-05","17.00","25.00",False
"Chang","Rio de Janeiro","Brazil","1998-01-26","17.00","25.00",False
"Chang","San Cristóbal","Venezuela","1997-08-22","17.00","25.00",False
"Chang","Seattle","USA","1997-03-10","17.00","25.00",False
"Chang","Seattle","USA","1997-04-11","17.00","25.00",False
"Chang","Sevilla","Spain","1998-02-16","17.00","25.00",False
"Chang","Stuttgart","Germany","1997-08-14","17.00","25.00",False
"Chang","Toulouse","France","1997-12-19","17.00","25.00",False
"Chang","Warszawa","Poland","1997-07-25","17.00","25.00",False
"Chang","Warszawa","Poland","1997-12-23","17.00","25.00",False
"Chartreuse verte","Albuquerque","USA","1998-05-06","69.00","5.00",True
"Chartreuse verte","Anchorage","USA","1996-09-13","69.00","5.00",True
"Chartreuse verte","Barquisimeto","Venezuela","1998-02-20","69.00","5.00",True
"Chartreuse verte","Bergamo","Italy","1997-12-18","69.00","5.00",True
"Chartreuse verte","Berlin","Germany","1997-08-25","69.00","5.00",True
"Chartreuse verte","Bräcke","Sweden","1997-12-02","69.00","5.00",True
"Chartreuse verte","Bräcke","Sweden","1998-03-26","69.00","5.00",True
"Chartreuse verte","Brandenburg","Germany","1996-10-07","69.00","5.00",True
"Chartreuse verte","Cork","Ireland","1997-09-09","69.00","5.00",True
"Chartreuse verte","Cunewalde","Germany","1996-11-22","69.00","5.00",True
"Chartreuse verte","Cunewalde","Germany","1998-02-02","69.00","5.00",True
"Chartreuse verte","Graz","Austria","1997-12-03","69.00","5.00",True
"Chartreuse verte","Graz","Austria","1998-02-18","69.00","5.00",True
"Chartreuse verte","I. de Margarita","Venezuela","1998-01-19","69.00","5.00",True
"Chartreuse verte","Kirkland","USA","1997-06-23","69.00","5.00",True
"Chartreuse verte","Köln","Germany","1997-04-16","69.00","5.00",True
"Chartreuse verte","Lisboa","Portugal","1997-03-17","69.00","5.00",True
"Chartreuse verte","London","UK","1996-12-09","69.00","5.00",True
"Chartreuse verte","Luleå","Sweden","1997-02-13","69.00","5.00",True
"Chartreuse verte","Luleå","Sweden","1997-09-02","69.00","5.00",True
"Chartreuse verte","Mannheim","Germany","1997-07-29","69.00","5.00",True
"Chartreuse verte","Marseille","France","1998-01-12","69.00","5.00",True
"Chartreuse verte","México D.F.","Mexico","1998-05-04","69.00","5.00",True
"Chartreuse verte","Oulu","Finland","1997-02-24","69.00","5.00",True
"Chartreuse verte","Rio de Janeiro","Brazil","1996-07-10","69.00","5.00",True
"Chartreuse verte","Rio de Janeiro","Brazil","1997-08-27","69.00","5.00",True
"Chartreuse verte","San Cristóbal","Venezuela","1996-07-16","69.00","5.00",True
"Chartreuse verte","Sao Paulo","Brazil","1996-11-06","69.00","5.00",True
"Chartreuse verte","Sao Paulo","Brazil","1998-01-13","69.00","5.00",True
"Chartreuse verte","Strasbourg","France","1996-09-04","69.00","5.00",True
"Chef Anton's Cajun Seasoning","Albuquerque","USA","1998-04-06","53.00","0.00",True
"Chef Anton's Cajun Seasoning","Albuquerque","USA","1998-05-06","53.00","0.00",True
"Chef Anton's Cajun Seasoning","Bergamo","Italy","1997-08-18","53.00","0.00",True
"Chef Anton's Cajun Seasoning","Bergamo","Italy","1998-03-16","53.00","0.00",True
"Chef Anton's Cajun Seasoning","Bräcke","Sweden","1997-05-12","53.00","0.00",True
"Chef Anton's Cajun Seasoning","Charleroi","Belgium","1998-01-22","53.00","0.00",True
"Chef Anton's Cajun Seasoning","Cork","Ireland","1996-09-19","53.00","0.00",True
"Chef Anton's Cajun Seasoning","Cunewalde","Germany","1997-05-05","53.00","0.00",True
"Chef Anton's Cajun Seasoning","Lisboa","Portugal","1996-10-23","53.00","0.00",True
"Chef Anton's Cajun Seasoning","Lisboa","Portugal","1997-03-04","53.00","0.00",True
"Chef Anton's Cajun Seasoning","London","UK","1997-11-03","53.00","0.00",True
"Chef Anton's Cajun Seasoning","Luleå","Sweden","1997-09-02","53.00","0.00",True
"Chef Anton's Cajun Seasoning","Madrid","Spain","1996-10-10","53.00","0.00",True
"Chef Anton's Cajun Seasoning","Marseille","France","1997-04-18","53.00","0.00",True
"Chef Anton's Cajun Seasoning","Montréal","Canada","1996-10-28","53.00","0.00",True
"Chef Anton's Cajun Seasoning","Oulu","Finland","1997-08-19","53.00","0.00",True
"Chef Anton's Cajun Seasoning","Sao Paulo","Brazil","1997-07-22","53.00","0.00",True
"Chef Anton's Cajun Seasoning","Sao Paulo","Brazil","1997-10-14","53.00","0.00",True
"Chef Anton's Cajun Seasoning","Sao Paulo","Brazil","1998-02-26","53.00","0.00",True
"Chef Anton's Cajun Seasoning","Seattle","USA","1996-11-01","53.00","0.00",True
"Chef Anton's Gumbo Mix","Albuquerque","USA","1996-07-22","0.00","0.00",True
"Chef Anton's Gumbo Mix","Bergamo","Italy","1997-08-18","0.00","0.00",True
"Chef Anton's Gumbo Mix","Boise","USA","1998-04-17","0.00","0.00",True
"Chef Anton's Gumbo Mix","Buenos Aires","Argentina","1998-03-18","0.00","0.00",True
"Chef Anton's Gumbo Mix","Graz","Austria","1996-07-17","0.00","0.00",True
"Chef Anton's Gumbo Mix","Graz","Austria","1996-12-13","0.00","0.00",True
"Chef Anton's Gumbo Mix","London","UK","1998-01-23","0.00","0.00",True
"Chef Anton's Gumbo Mix","London","UK","1998-04-24","0.00","0.00",True
"Chef Anton's Gumbo Mix","Portland","USA","1997-10-17","0.00","0.00",True
"Chef Anton's Gumbo Mix","Sao Paulo","Brazil","1996-08-27","0.00","0.00",True
"Chocolade","Colchester","UK","1997-02-21","15.00","25.00",False
"Chocolade","Graz","Austria","1997-01-03","15.00","25.00",False
"Chocolade","Lisboa","Portugal","1997-07-18","15.00","25.00",False
"Chocolade","Lyon","France","1998-01-05","15.00","25.00",False
"Chocolade","México D.F.","Mexico","1997-04-15","15.00","25.00",False
"Chocolade","Sao Paulo","Brazil","1997-10-14","15.00","25.00",False
"Côte de Blaye","Albuquerque","USA","1997-03-19","17.00","15.00",True
"Côte de Blaye","Albuquerque","USA","1998-02-16","17.00","15.00",True
"Côte de Blaye","Brandenburg","Germany","1998-01-06","17.00","15.00",True
"Côte de Blaye","Buenos Aires","Argentina","1998-01-13","17.00","15.00",True
"Côte de Blaye","Cunewalde","Germany","1997-05-19","17.00","15.00",True
"Côte de Blaye","Cunewalde","Germany","1998-02-02","17.00","15.00",True
"Côte de Blaye","Eugene","USA","1997-07-31","17.00","15.00",True
"Côte de Blaye","Eugene","USA","1998-01-06","17.00","15.00",True
"Côte de Blaye","Graz","Austria","1996-11-11","17.00","15.00",True
"Côte de Blaye","Kobenhavn","Denmark","1997-01-16","17.00","15.00",True
"Côte de Blaye","Lander","USA","1996-10-15","17.00","15.00",True
"Côte de Blaye","Luleå","Sweden","1997-09-17","17.00","15.00",True
"Côte de Blaye","México D.F.","Mexico","1997-04-25","17.00","15.00",True
"Côte de Blaye","Montréal","Canada","1997-01-23","17.00","15.00",True
"Côte de Blaye","Paris","France","1998-03-20","17.00","15.00",True
"Côte de Blaye","Portland","USA","1997-12-30","17.00","15.00",True
"Côte de Blaye","Rio de Janeiro","Brazil","1997-05-19","17.00","15.00",True
"Côte de Blaye","Rio de Janeiro","Brazil","1997-12-18","17.00","15.00",True
"Côte de Blaye","Rio de Janeiro","Brazil","1998-03-27","17.00","15.00",True
"Côte de Blaye","Salzburg","Austria","1996-11-13","17.00","15.00",True
"Côte de Blaye","Sao Paulo","Brazil","1996-12-04","17.00","15.00",True
"Côte de Blaye","Seattle","USA","1998-04-17","17.00","15.00",True
"Côte de Blaye","Stavern","Norway","1998-01-14","17.00","15.00",True
"Côte de Blaye","Strasbourg","France","1996-11-22","17.00","15.00",True
"Escargots de Bourgogne","Albuquerque","USA","1996-09-25","62.00","20.00",True
"Escargots de Bourgogne","Anchorage","USA","1997-07-09","62.00","20.00",True
"Escargots de Bourgogne","Berlin","Germany","1998-04-09","62.00","20.00",True
"Escargots de Bourgogne","Boise","USA","1997-10-22","62.00","20.00",True
"Escargots de Bourgogne","Bräcke","Sweden","1996-10-11","62.00","20.00",True
"Escargots de Bourgogne","Charleroi","Belgium","1998-03-06","62.00","20.00",True
"Escargots de Bourgogne","Cork","Ireland","1996-12-05","62.00","20.00",True
"Escargots de Bourgogne","Cork","Ireland","1997-09-09","62.00","20.00",True
"Escargots de Bourgogne","Cunewalde","Germany","1998-01-21","62.00","20.00",True
"Escargots de Bourgogne","Genève","Switzerland","1997-05-14","62.00","20.00",True
"Escargots de Bourgogne","I. de Margarita","Venezuela","1997-10-08","62.00","20.00",True
"Escargots de Bourgogne","München","Germany","1997-09-19","62.00","20.00",True
"Escargots de Bourgogne","Oulu","Finland","1997-08-19","62.00","20.00",True
"Escargots de Bourgogne","San Cristóbal","Venezuela","1998-02-02","62.00","20.00",True
"Escargots de Bourgogne","Sao Paulo","Brazil","1998-01-19","62.00","20.00",True
"Escargots de Bourgogne","Sao Paulo","Brazil","1998-02-26","62.00","20.00",True
"Escargots de Bourgogne","Seattle","USA","1998-02-24","62.00","20.00",True
"Escargots de Bourgogne","Warszawa","Poland","1996-12-05","62.00","20.00",True
"Filo Mix","Albuquerque","USA","1998-05-06","38.00","25.00",True
"Filo Mix","Anchorage","USA","1997-07-09","38.00","25.00",True
"Filo Mix","Århus","Denmark","1997-12-08","38.00","25.00",True
"Filo Mix","Barquisimeto","Venezuela","1998-04-03","38.00","25.00",True
"Filo Mix","Butte","USA","1998-04-06","38.00","25.00",True
"Filo Mix","Charleroi","Belgium","1998-04-21","38.00","25.00",True
"Filo Mix","Colchester","UK","1997-06-04","38.00","25.00",True
"Filo Mix","Colchester","UK","1997-12-24","38.00","25.00",True
"Filo Mix","Frankfurt a.M.","Germany","1998-01-30","38.00","25.00",True
"Filo Mix","Genève","Switzerland","1997-11-28","38.00","25.00",True
"Filo Mix","London","UK","1996-12-19","38.00","25.00",True
"Filo Mix","London","UK","1997-04-24","38.00","25.00",True
"Filo Mix","Luleå","Sweden","1997-11-07","38.00","25.00",True
"Filo Mix","Lyon","France","1996-10-21","38.00","25.00",True
"Filo Mix","Madrid","Spain","1998-03-24","38.00","25.00",True
"Filo Mix","México D.F.","Mexico","1996-10-04","38.00","25.00",True
"Filo Mix","Münster","Germany","1997-02-14","38.00","25.00",True
"Filo Mix","Nantes","France","1997-09-26","38.00","25.00",True
"Filo Mix","Reggio Emilia","Italy","1997-07-02","38.00","25.00",True
"Filo Mix","Reggio Emilia","Italy","1998-02-26","38.00","25.00",True
"Filo Mix","Reims","France","1997-11-12","38.00","25.00",True
